doc_id,stock_code,company_name,industry,announcement_title,announcement_type,publish_date,url,pdf_url,local_pdf_path,source,crawl_time,download_status,error_message
1219517956,603300,华铁应急,,华铁应急：浙江华铁应急设备科技股份有限公司2024年股票期权激励计划（草案）,股权激励计划,2024-04-04,https://www.cninfo.com.cn/new/disclosure/detail?stockCode=603300&announcementId=1219517956,https://static.cninfo.com.cn/finalpage/2024-04-04/1219517956.PDF,data/pdf/603300_1219517956.pdf,cninfo,2026-06-03T12:18:40,success,
1219985430,003012,东鹏控股,,东鹏控股：2024年股票期权激励计划（草案）,股权激励计划,2024-05-07,https://www.cninfo.com.cn/new/disclosure/detail?stockCode=003012&announcementId=1219985430,https://static.cninfo.com.cn/finalpage/2024-05-07/1219985430.PDF,data/pdf/003012_1219985430.pdf,cninfo,2026-06-03T12:18:42,success,
1219987034,605188,国光连锁,,国光连锁：江西国光商业连锁股份有限公司2024年股票期权激励计划（草案）,股权激励计划,2024-05-07,https://www.cninfo.com.cn/new/disclosure/detail?stockCode=605188&announcementId=1219987034,https://static.cninfo.com.cn/finalpage/2024-05-07/1219987034.PDF,data/pdf/605188_1219987034.pdf,cninfo,2026-06-03T12:18:42,success,
1219426067,000559,万向钱潮,,万向钱潮：2024年股票期权激励计划（草案）,股权激励计划,2024-03-28,https://www.cninfo.com.cn/new/disclosure/detail?stockCode=000559&announcementId=1219426067,https://static.cninfo.com.cn/finalpage/2024-03-28/1219426067.PDF,data/pdf/000559_1219426067.pdf,cninfo,2026-06-03T12:18:46,success,
1219389670,003001,中岩大地,,中岩大地：2024年股票期权激励计划（草案）激励对象名单,股权激励计划,2024-03-23,https://www.cninfo.com.cn/new/disclosure/detail?stockCode=003001&announcementId=1219389670,https://static.cninfo.com.cn/finalpage/2024-03-23/1219389670.PDF,data/pdf/003001_1219389670.pdf,cninfo,2026-06-03T12:18:48,success,
1219360929,301319,唯特偶,,唯特偶：2024年股票期权激励计划（草案）,股权激励计划,2024-03-21,https://www.cninfo.com.cn/new/disclosure/detail?stockCode=301319&announcementId=1219360929,https://static.cninfo.com.cn/finalpage/2024-03-21/1219360929.PDF,data/pdf/301319_1219360929.pdf,cninfo,2026-06-03T12:18:48,success,
1219329394,833030,立方控股,,[临时公告]立方控股:2024年股票期权激励计划（草案）,股权激励计划,2024-03-18,https://www.cninfo.com.cn/new/disclosure/detail?stockCode=833030&announcementId=1219329394,https://static.cninfo.com.cn/finalpage/2024-03-18/1219329394.PDF,data/pdf/833030_1219329394.pdf,cninfo,2026-06-03T12:18:53,success,
1219297801,002664,信质集团,,信质集团：2024年股票期权激励计划（草案),股权激励计划,2024-03-13,https://www.cninfo.com.cn/new/disclosure/detail?stockCode=002664&announcementId=1219297801,https://static.cninfo.com.cn/finalpage/2024-03-13/1219297801.PDF,data/pdf/002664_1219297801.pdf,cninfo,2026-06-03T12:18:55,success,
1219826058,300054,鼎龙股份,,鼎龙股份：2024年股票期权激励计划（草案）,股权激励计划,2024-04-26,https://www.cninfo.com.cn/new/disclosure/detail?stockCode=300054&announcementId=1219826058,https://static.cninfo.com.cn/finalpage/2024-04-26/1219826058.PDF,data/pdf/300054_1219826058.pdf,cninfo,2026-06-03T12:18:57,success,
1219839474,688698,伟创电气,,伟创电气：苏州伟创电气科技股份有限公司2024年股票期权激励计划（草案）,股权激励计划,2024-04-26,https://www.cninfo.com.cn/new/disclosure/detail?stockCode=688698&announcementId=1219839474,https://static.cninfo.com.cn/finalpage/2024-04-26/1219839474.PDF,data/pdf/688698_1219839474.pdf,cninfo,2026-06-03T12:18:57,success,
1219747689,300628,亿联网络,,亿联网络：2024年股票期权激励计划（草案）,股权激励计划,2024-04-23,https://www.cninfo.com.cn/new/disclosure/detail?stockCode=300628&announcementId=1219747689,https://static.cninfo.com.cn/finalpage/2024-04-23/1219747689.PDF,data/pdf/300628_1219747689.pdf,cninfo,2026-06-03T12:19:03,success,
1219696536,603986,兆易创新,,兆易创新：兆易创新科技集团股份有限公司2024年股票期权激励计划（草案）,股权激励计划,2024-04-20,https://www.cninfo.com.cn/new/disclosure/detail?stockCode=603986&announcementId=1219696536,https://static.cninfo.com.cn/finalpage/2024-04-20/1219696536.PDF,data/pdf/603986_1219696536.pdf,cninfo,2026-06-03T12:19:03,success,
1219706899,003030,祖名股份,,祖名股份：祖名股份2024年股票期权激励计划（草案）,股权激励计划,2024-04-20,https://www.cninfo.com.cn/new/disclosure/detail?stockCode=003030&announcementId=1219706899,https://static.cninfo.com.cn/finalpage/2024-04-20/1219706899.PDF,data/pdf/003030_1219706899.pdf,cninfo,2026-06-03T12:19:06,success,
1219636231,002245,蔚蓝锂芯,,蔚蓝锂芯：江苏蔚蓝锂芯股份有限公司2024年股票期权激励计划（草案）,股权激励计划,2024-04-17,https://www.cninfo.com.cn/new/disclosure/detail?stockCode=002245&announcementId=1219636231,https://static.cninfo.com.cn/finalpage/2024-04-17/1219636231.PDF,data/pdf/002245_1219636231.pdf,cninfo,2026-06-03T12:19:08,success,
1219622393,603700,宁水集团,,宁水集团：宁波水表（集团）股份有限公司2024年股票期权激励计划（草案）,股权激励计划,2024-04-16,https://www.cninfo.com.cn/new/disclosure/detail?stockCode=603700&announcementId=1219622393,https://static.cninfo.com.cn/finalpage/2024-04-16/1219622393.PDF,data/pdf/603700_1219622393.pdf,cninfo,2026-06-03T12:19:10,success,
1218859385,002180,纳思达,,纳思达：2024年股票期权激励计划（草案）,股权激励计划,2024-01-12,https://www.cninfo.com.cn/new/disclosure/detail?stockCode=002180&announcementId=1218859385,https://static.cninfo.com.cn/finalpage/2024-01-12/1218859385.PDF,data/pdf/002180_1218859385.pdf,cninfo,2026-06-03T12:19:12,success,
1219465836,301326,捷邦科技,,捷邦科技：捷邦精密科技股份有限公司2024年限制性股票与股票期权激励计划（草案）,股权激励计划,2024-03-30,https://www.cninfo.com.cn/new/disclosure/detail?stockCode=301326&announcementId=1219465836,https://static.cninfo.com.cn/finalpage/2024-03-30/1219465836.PDF,data/pdf/301326_1219465836.pdf,cninfo,2026-06-03T12:19:18,success,
1218743602,301126,达嘉维康,医药,达嘉维康：湖南达嘉维康医药产业股份有限公司2023年限制性股票与股票期权激励计划（草案）,股权激励计划,2023-12-28,https://www.cninfo.com.cn/new/disclosure/detail?stockCode=301126&announcementId=1218743602,https://static.cninfo.com.cn/finalpage/2023-12-28/1218743602.PDF,data/pdf/301126_1218743602.pdf,cninfo,2026-06-03T12:19:21,success,
1218734321,600320,振华重工,,振华重工：振华重工2023年股票期权激励计划（草案）,股权激励计划,2023-12-27,https://www.cninfo.com.cn/new/disclosure/detail?stockCode=600320&announcementId=1218734321,https://static.cninfo.com.cn/finalpage/2023-12-27/1218734321.PDF,data/pdf/600320_1218734321.pdf,cninfo,2026-06-03T12:19:21,success,
1218706667,688102,斯瑞新材,,斯瑞新材：陕西斯瑞新材料股份有限公司2023年股票期权激励计划（草案）,股权激励计划,2023-12-23,https://www.cninfo.com.cn/new/disclosure/detail?stockCode=688102&announcementId=1218706667,https://static.cninfo.com.cn/finalpage/2023-12-23/1218706667.PDF,data/pdf/688102_1218706667.pdf,cninfo,2026-06-03T12:19:25,success,
1218674960,603712,七一二,,七一二：天津七一二通信广播股份有限公司2023年股票期权激励计划（草案）,股权激励计划,2023-12-21,https://www.cninfo.com.cn/new/disclosure/detail?stockCode=603712&announcementId=1218674960,https://static.cninfo.com.cn/finalpage/2023-12-21/1218674960.PDF,data/pdf/603712_1218674960.pdf,cninfo,2026-06-03T12:19:25,success,
1218548112,300745,欣锐科技,,欣锐科技：2023年限制性股票与股票期权激励计划（草案）,股权激励计划,2023-12-08,https://www.cninfo.com.cn/new/disclosure/detail?stockCode=300745&announcementId=1218548112,https://static.cninfo.com.cn/finalpage/2023-12-08/1218548112.PDF,data/pdf/300745_1218548112.pdf,cninfo,2026-06-03T12:20:20,success,
1218534994,002044,美年健康,,美年健康：2023年股票期权激励计划（草案）,股权激励计划,2023-12-07,https://www.cninfo.com.cn/new/disclosure/detail?stockCode=002044&announcementId=1218534994,https://static.cninfo.com.cn/finalpage/2023-12-07/1218534994.PDF,data/pdf/002044_1218534994.pdf,cninfo,2026-06-03T12:20:20,success,
1219221448,300489,光智科技,,光智科技：2024年股票期权激励计划（草案）,股权激励计划,2024-03-02,https://www.cninfo.com.cn/new/disclosure/detail?stockCode=300489&announcementId=1219221448,https://static.cninfo.com.cn/finalpage/2024-03-02/1219221448.PDF,data/pdf/300489_1219221448.pdf,cninfo,2026-06-03T12:20:22,success,
1219199182,002609,捷顺科技,,捷顺科技：2024年股票期权激励计划（草案）,股权激励计划,2024-02-28,https://www.cninfo.com.cn/new/disclosure/detail?stockCode=002609&announcementId=1219199182,https://static.cninfo.com.cn/finalpage/2024-02-28/1219199182.PDF,data/pdf/002609_1219199182.pdf,cninfo,2026-06-03T12:20:22,success,
1219198504,600718,东软集团,,东软集团：东软集团2024年股票期权激励计划（草案）激励对象名单,股权激励计划,2024-02-28,https://www.cninfo.com.cn/new/disclosure/detail?stockCode=600718&announcementId=1219198504,https://static.cninfo.com.cn/finalpage/2024-02-28/1219198504.PDF,data/pdf/600718_1219198504.pdf,cninfo,2026-06-03T12:20:22,success,
1219172862,000659,珠海中富,,珠海中富：2024年股票期权激励计划(草案),股权激励计划,2024-02-24,https://www.cninfo.com.cn/new/disclosure/detail?stockCode=000659&announcementId=1219172862,https://static.cninfo.com.cn/finalpage/2024-02-24/1219172862.PDF,data/pdf/000659_1219172862.pdf,cninfo,2026-06-03T12:20:24,success,
1219110967,002311,海大集团,,海大集团：2024年股票期权激励计划（草案）,股权激励计划,2024-02-07,https://www.cninfo.com.cn/new/disclosure/detail?stockCode=002311&announcementId=1219110967,https://static.cninfo.com.cn/finalpage/2024-02-07/1219110967.PDF,data/pdf/002311_1219110967.pdf,cninfo,2026-06-03T12:20:26,success,
1218308622,003013,地铁设计,,地铁设计：2023年限制性股票与股票期权激励计划（草案）,股权激励计划,2023-11-11,https://www.cninfo.com.cn/new/disclosure/detail?stockCode=003013&announcementId=1218308622,https://static.cninfo.com.cn/finalpage/2023-11-11/1218308622.PDF,data/pdf/003013_1218308622.pdf,cninfo,2026-06-03T12:20:33,success,
1218169710,600026,中远海能,,中远海能：中远海能2023年股票期权激励计划（草案）,股权激励计划,2023-10-27,https://www.cninfo.com.cn/new/disclosure/detail?stockCode=600026&announcementId=1218169710,https://static.cninfo.com.cn/finalpage/2023-10-27/1218169710.PDF,data/pdf/600026_1218169710.pdf,cninfo,2026-06-03T12:20:41,success,
1218033365,688301,奕瑞科技,,奕瑞科技：奕瑞科技2023年限制性股票与股票期权激励计划（草案）,股权激励计划,2023-10-14,https://www.cninfo.com.cn/new/disclosure/detail?stockCode=688301&announcementId=1218033365,https://static.cninfo.com.cn/finalpage/2023-10-14/1218033365.PDF,data/pdf/688301_1218033365.pdf,cninfo,2026-06-03T12:20:48,success,
1218004683,835368,连城数控,,[临时公告]连城数控:第二期股票期权激励计划（草案）,股权激励计划,2023-10-10,https://www.cninfo.com.cn/new/disclosure/detail?stockCode=835368&announcementId=1218004683,https://static.cninfo.com.cn/finalpage/2023-10-10/1218004683.PDF,data/pdf/835368_1218004683.pdf,cninfo,2026-06-03T12:20:54,success,
1217995536,000035,中国天楹,,中国天楹：2023年股票期权激励计划（草案）,股权激励计划,2023-10-09,https://www.cninfo.com.cn/new/disclosure/detail?stockCode=000035&announcementId=1217995536,https://static.cninfo.com.cn/finalpage/2023-10-09/1217995536.PDF,data/pdf/000035_1217995536.pdf,cninfo,2026-06-03T12:20:54,success,
1217971572,603345,安井食品,,安井食品：安井食品2023年股票期权激励计划（草案）,股权激励计划,2023-09-28,https://www.cninfo.com.cn/new/disclosure/detail?stockCode=603345&announcementId=1217971572,https://static.cninfo.com.cn/finalpage/2023-09-28/1217971572.PDF,data/pdf/603345_1217971572.pdf,cninfo,2026-06-03T12:20:59,success,
