Rank,stock_code,company_name,Generosity Score
183,688359,三孚新科,0.032813
184,603507,振江股份,0.034412
185,300014,亿纬锂能,0.035196
186,2212,天融信,0.036738
187,603598,引力传媒,0.038137
188,1288,运机集团,0.040575
189,300700,岱勒新材,0.041369
190,603755,日辰股份,0.044958
191,603839,安正时尚,0.045772
192,600026,中远海能,0.047037
