doc_id,batch_id,status
1224831097,3096c19e-8365-4ef1-9a4a-62517f63ba1e,submitted
1224906264,d5ee6b81-ac5e-47b6-9304-f328e00724cb,submitted
1224831097,0fb2923a-33ff-4862-aa94-a76e237b13b0,submitted
