doc_id,batch_id
1216875964,31982a7b-46a4-45e9-bb5f-21a6fee56d24
1216869668,86e1f836-635a-4217-89b5-3465bfdb5b5b
1216854623,057f5b5a-ac47-4039-9c16-a77d59b99760
1216701190,5adc15b3-5ccc-4508-8174-148ee7ffa290
1216657867,b4841f5f-23bb-45dc-88fc-bbcc6127f6fe
1216667786,38647301-f34f-43f8-b287-9e38a66fc02f
1217056112,adbf87e1-a470-41dd-af89-177998734bd6
1216557087,272cdd4b-cabc-4074-acda-3f6b7aec1da8
1216441792,f7668443-921d-4a9f-a606-d760f097b198
1216380818,c10ea25d-fa41-48cc-8be9-2066aa00e4da
1216822018,bfbe4463-f9ce-4cd3-a47b-6fe7876e7717
1216809098,aacb0ca3-602a-4bfa-8d85-bc66c470e267
1216167983,83c9742c-fc4f-4d8d-b911-89ab0a43d79d
1216168385,51c2fe0e-1a7d-4828-ad0c-676aa528564f
1216115804,95f512a5-7de8-45eb-921c-03da1fd4d6c2
1216666794,5023a71c-4697-4c39-aa20-beb3ac6d424a
1216561147,b92ba139-fc20-4d30-87d5-aa8aabd3fda4
1216381400,67ab42d9-0a76-4fce-b73f-813f76b71e78
1215457366,a595230e-7eb7-4129-8cca-fe924b1b07d7
1216301238,e179c554-e1d6-4970-91bd-aa81958661bd
1216274414,77fd36f5-2d2e-45db-a540-6aadbfa6948d
1216281403,9064e972-44e0-44e3-b365-9170a30e70a7
1216271792,db8658c7-220c-401d-8540-7fa68bd58713
1216277571,33066404-4a21-40c3-abd5-703a3aff314b
1215650729,88bbc8aa-f87e-4c9f-a83b-39c3b7000bc0
1214945342,4bd4a000-3ae3-4d81-a8ab-309d49c82449
1214826802,49c73c97-9921-4329-9be2-b9fc0e4cb25c
1214825162,ee03f9d1-d61c-4d1b-b09e-03bbb3c1515b
